10.78392187449995, -79.80585044761713
11.518785115520437, -78.29718310454344
12.095722033782382, -76.78858150276072
12.938723420047163, -75.35172682947426
14.037889920886482, -75.37144703910351
14.884745766765176, -76.96992526078526
15.380724773283806, -78.24504387297749
16.129868334489835, -79.62287656205682
17.502447067929307, -79.35174230272415
18.7252074957083, -77.57001921731698
20.277349610168436, -77.6957875857859
21.857640187321635, -79.75591536805273
22.905397116383625, -81.12121417473007
23.67228329687221, -83.68516497918141
24.824862637232478, -85.0999787776866
25.744686068055053, -86.59937327174352
27.19527976256112, -88.31873263286859
29.62068210571413, -88.55298239820861
31.228659286763623, -85.79474877686154
33.03468833652912, -84.426295563753
35.61921295967571, -81.80175466262271
37.33675051155396, -84.1996333144282
38.84449423518564, -86.79848088552528
40.28776638193954, -88.08068473692238
41.636194440862475, -89.94411737527602
43.719660692576994, -87.62940942789174
45.09884940920153, -89.96650928262079
45.864670277690756, -88.2618966615189
49.04765442612737, -89.75438635234678
53.235286536257235, -89.7147480720688
57.45170391773008, -90.12977042612856
57.48431204508063, -88.88429949082193
61.658062595935576, -89.61485603969732
62.60800584879316, -90.22598533399095
67.97785376310078, -90.09412379269304
71.39125553087088, -90.6151735991611
71.91156472068083, -92.30353615532228
78.59537707862708, -92.67679169796479
82.33653992361481, -93.46583120081061
88.98496533052227, -93.55997767903096
92.73721481294635, -94.74309681843346
97.54960805867844, -94.2082149140501
102.75554914927031, -95.34494885545067
111.66580436620035, -95.87190320008862
121.15302443497204, -95.87313285500495
131.42488063811894, -96.2318465677046
142.5087913978668, -97.49659746133781
154.58303066130682, -97.97241802055268
167.70711549970423, -98.09691804022187
181.9096744213306, -98.6528643365261
194.15034007630157, -99.83076462892886
207.74331587564762, -100.06508947188924
225.3784256494536, -100.21177815721396
246.04354107209565, -100.58696503563982
265.32982651338955, -99.98372188495875
286.2774616553092, -100.55782452083474
287.6392812859225, -101.7637135531721
312.0989087945204, -101.61335000952926
338.40692601789135, -102.96439015848946
367.0562089554072, -103.57580811893249
397.5740306249117, -103.77282921322914
431.9697973016375, -104.12065703367774
468.65452035340013, -104.19584890744581
505.98487904795695, -104.49864173479756
555.4787769211716, -105.3756519874789
600.6943755881226, -105.62043421349634
653.7367691056021, -105.84653868337246
708.1177210228809, -105.95704899906758
769.272890865413, -106.61019249555407
834.5297980048306, -106.87748068772868
904.0065742781945, -107.08302328990419
986.0649324391455, -107.37537321394377
1065.4112733987092, -107.72392804617144
1155.7750143295948, -108.01854116919958
1253.8192260481055, -108.28480210833457
1360.1041275541277, -108.67433341222244
1475.5229775248515, -108.878959168981
1600.47113238992, -109.44723250176051
1735.948787408379, -110.08022277603527
1883.5342900677654, -109.9674273435552
2042.334226458904, -110.03499088425284
2217.0951779976813, -110.0574086123624
2405.384437290415, -110.12890237518786
2609.588649584262, -110.26408582646897
2831.1848810316465, -110.35571374887074
3073.1636460591462, -110.58062788577577
3332.5887177128147, -110.43213527755512
3615.423666020467, -110.61827047960075
3934.667318334719, -110.65331765603192
4255.85688161634, -110.62227066899283
4617.0808481510585, -110.79330525135623
5025.1413756640995, -110.86041366207789
5434.749174911669, -110.87712300192578
5926.937886418986, -110.8382392428903
