,1,1.1,1.2,1.3,1.4,1.5,1.6
0.4,0.42215273,0.452283363,0.483433471,0.515297849,0.547679413,0.580446448,0.613508579
0.45,0.434519998,0.46461032,0.495838086,0.527864559,0.560470605,0.593509614,0.626880969
0.5,0.447185721,0.477182673,0.508444489,0.540596471,0.573395771,0.606679744,0.640336744
0.55,0.460276128,0.490125263,0.521377499,0.553619387,0.586582469,0.620086751,0.654008662
0.6,0.473883483,0.503527851,0.534725577,0.567021361,0.600119031,0.633819795,0.667987159
0.65,0.488083453,0.517462849,0.548559034,0.580871474,0.614073974,0.647947364,0.682341138
0.7,0.502943618,0.531993959,0.562938886,0.595228938,0.628505393,0.662526983,0.697128008
0.75,0.518528137,0.54718088,0.577921646,0.610148014,0.643466016,0.677610425,0.71239907
0.8,0.534900598,0.563082146,0.593562181,0.625680917,0.659006184,0.693246772,0.728202652
0.85,0.552125964,0.579757007,0.609915589,0.641879703,0.675175754,0.709484353,0.744586103
0.9,0.570272043,0.597266823,0.627038544,0.658797601,0.692025438,0.726372087,0.76159714
0.95,0.589410712,0.615676187,0.644990362,0.67649004,0.709607806,0.743960478,0.779284831
1,0.609618993,0.635053896,0.6638339,0.695015499,0.727978092,0.762302383,0.797700328
1.05,0.630979992,0.655473812,0.683636342,0.714436225,0.747194865,0.781453626,0.816897416
1.1,0.653583595,0.67701556,0.704469846,0.734818823,0.76732054,0.801473429,0.836932847
1.15,0.677526706,0.699764948,0.726411977,0.756234637,0.788421686,0.822424619,0.857866404
1.2,0.702912526,0.723813808,0.749545712,0.778759768,0.810568972,0.844373435,0.879760518
1.25,0.72984808,0.749258768,0.773958677,0.802474442,0.8338365,0.867388716,0.902679189
1.3,0.758438535,0.776198082,0.799740977,0.827461223,0.858300076,0.891540021,0.926685786
1.35,0.788776001,0.804725073,0.826980636,0.853801295,0.884033757,0.916894067,0.951839083
1.4,0.82091912,0.834915934,0.855755034,0.881567553,0.911103577,0.943508483,0.978186572
1.45,0.854857844,0.866808338,0.886115882,0.910812598,0.939556867,0.971421438,1.005753676
1.5,0.890455331,0.90036567,0.918064064,0.941548814,0.969404812,1.000635051,1.034526892
1.55,0.927356346,0.935419552,0.951509103,0.973716496,1.000594915,1.03108968,1.064428216
1.6,0.964850309,0.971581336,0.986206252,1.007134572,1.032968907,1.062625237,1.095277406
1.65,1.001680983,1.008112653,1.021662887,1.041427201,1.066200561,1.094924858,1.126738061
1.7,1.035810911,1.043749233,1.057006602,1.075919369,1.099707591,1.127436069,1.158243559
1.75,1.064188795,1.07648738,1.090813692,1.10949765,1.132533737,1.159266281,1.188900758
1.8,1.082641645,1.103378078,1.120914445,1.140442545,1.163204196,1.189055235,1.217374908
1.85,1.086106943,1.120437176,1.144228803,1.166262004,1.189573966,1.214840248,1.24177115
1.9,1.069455842,1.122859072,1.156745376,1.18359703,1.20871901,1.233954413,1.259549119
1.95,1.028981707,1.10575221,1.153819459,1.188325015,1.216963779,1.243033281,1.267536857
2,0.964140128,1.065471289,1.130965808,1.176022482,1.210177797,1.238239833,1.262138075
