,1,1.1,1.2,1.3,1.4,1.5,1.6
0.4,2.316316834,2.317566242,2.318533233,2.319296492,2.319909262,2.320408541,2.320820656
0.42,2.290997069,2.29237998,2.293451006,2.29429683,2.294976182,2.295529915,2.295987122
0.44,2.269578883,2.271100266,2.272279311,2.273210932,2.27395952,2.27456991,2.275074054
0.46,2.251154829,2.252819621,2.254110654,2.255131299,2.255951774,2.256621023,2.257173953
0.48,2.235070127,2.236883215,2.238290176,2.239403054,2.240298059,2.241028365,2.241631926
0.5,2.220841003,2.222807213,2.224334004,2.2255423,2.226514463,2.227308013,2.227964044
0.52,2.208102736,2.210226824,2.211877302,2.213184172,2.214236099,2.215095068,2.2158054
0.54,2.196575523,2.198862166,2.200640139,2.202048706,2.203182981,2.204109528,2.204875979
0.56,2.186041413,2.188495207,2.190404429,2.191917779,2.193136961,2.194133227,2.194957605
0.58,2.176328354,2.178953808,2.180997974,2.182619156,2.183925778,2.184993884,2.185877981
0.6,2.167298908,2.17010044,2.172283188,2.174015207,2.175411774,2.176553822,2.177499417
0.62,2.158842125,2.161824059,2.164148964,2.165994787,2.167483771,2.168701843,2.169710696
0.64,2.150867588,2.154034154,2.156504727,2.158467274,2.160051121,2.161347273,2.162421133
0.66,2.14330099,2.146656318,2.149276005,2.151358153,2.153039274,2.154415543,2.155556137
0.68,2.136080791,2.139628911,2.142401092,2.144605671,2.146386446,2.147844844,2.149053886
0.7,2.129155678,2.132900516,2.135828501,2.138158295,2.140041071,2.141583585,2.14286277
0.72,2.122482589,2.126427967,2.129514997,2.131972743,2.133959832,2.135588427,2.13693943
0.74,2.116025189,2.120174821,2.123424067,2.12601245,2.128106131,2.129822744,2.131247225
0.76,2.109752655,2.114110148,2.117524706,2.120246363,2.122448878,2.124255424,2.125755022
0.78,2.103638721,2.108207569,2.111790463,2.114647982,2.116961538,2.118859903,2.120436238
0.8,2.097660909,2.102444496,2.106198674,2.109194587,2.111621355,2.113613401,2.115268073
0.82,2.091799911,2.096801502,2.100729837,2.103866627,2.106408739,2.108496299,2.11023089
0.84,2.086039081,2.091261827,2.095367113,2.098647208,2.101306759,2.103491639,2.10530771
0.86,2.080364029,2.085810962,2.090095913,2.093521685,2.096300733,2.098584711,2.100483802
0.88,2.074762279,2.080436308,2.084903559,2.088477327,2.091377888,2.093762714,2.095746344
0.9,2.069222989,2.075126903,2.079779004,2.083503028,2.08652708,2.089014475,2.091084142
0.92,2.063736721,2.06987318,2.074712599,2.078589084,2.081738562,2.084330218,2.086487397
0.94,2.058295241,2.064666779,2.069695899,2.073726988,2.077003787,2.079701365,2.081947511
0.96,2.052891361,2.059500381,2.064721497,2.068909275,2.072315247,2.075120376,2.07745692
0.98,2.047518794,2.054367568,2.059782887,2.064129378,2.067666331,2.070580612,2.073008962
1,2.042172046,2.04926271,2.054874348,2.059381513,2.063051212,2.066076211,2.068597752
1.02,2.036846307,2.04418086,2.049990842,2.054660578,2.058464744,2.061601996,2.064218088
1.04,2.031537374,2.039117676,2.045127932,2.049962072,2.053902377,2.057153384,2.059865364
1.06,2.026241573,2.034069341,2.040281707,2.045282017,2.049360089,2.052726318,2.055535496
1.08,2.020955699,2.029032506,2.035448717,2.040616897,2.044834315,2.048317199,2.051224862
1.1,2.01567696,2.02400423,2.030625926,2.035963606,2.0403219,2.043922836,2.046930245
1.12,2.010402932,2.018981942,2.025810659,2.031319398,2.035820049,2.0395404,2.042648787
1.14,2.005131521,2.013963391,2.021000562,2.02668185,2.031326287,2.035167376,2.038377948
1.16,1.99986092,2.008946618,2.016193571,2.022048822,2.026838422,2.030801538,2.034115473
1.18,1.994589587,2.003929921,2.011387875,2.01741843,2.022354519,2.026440909,2.029859357
1.2,1.989316214,1.998911831,2.006581897,2.01278902,2.017872867,2.022083741,2.025607823
1.22,1.984039703,1.993891085,2.001774262,2.008159139,2.013391958,2.017728485,2.021359294
1.24,1.978759147,1.98886661,1.996963782,2.003527519,2.008910469,2.013373777,2.017112373
1.26,1.973473811,1.983837502,1.992149437,1.998893058,2.004427239,2.009018414,2.012865828
1.28,1.96818312,1.978803011,1.987330356,1.994254804,1.999941257,2.00466134,2.00861857
1.3,1.962886637,1.973762524,1.982505808,1.98961194,1.995451643,2.000301634,2.004369647
1.32,1.957584059,1.968715559,1.977675184,1.98496377,1.990957642,1.995938494,2.000118222
1.34,1.952275201,1.963661749,1.972837993,1.980309712,1.986458607,1.991571227,1.995863568
1.36,1.946959989,1.958600833,1.967993843,1.975649286,1.981953993,1.98719924,1.991605059
1.38,1.941638449,1.953532649,1.963142441,1.970982105,1.977443346,1.982822031,1.987342155
1.4,1.936310705,1.948457126,1.958283581,1.966307867,1.972926296,1.978439181,1.983074401
1.42,1.930976964,1.943374277,1.953417139,1.961626351,1.968402552,1.974050346,1.978801415
1.44,1.925637518,1.938284194,1.948543066,1.956937408,1.963871892,1.969655253,1.974522885
1.46,1.920292734,1.93318704,1.943661381,1.952240956,1.959334162,1.965253694,1.970238562
1.48,1.914943053,1.928083049,1.938772172,1.947536977,1.954789267,1.960845518,1.965948257
1.5,1.909588982,1.922972519,1.933875586,1.942825511,1.95023717,1.956430632,1.961651832
1.52,1.904231096,1.917855807,1.928971827,1.938106654,1.945677888,1.952008993,1.957349203
1.54,1.898870028,1.912733331,1.924061157,1.933380552,1.941111486,1.947580608,1.95304033
1.56,1.893506472,1.907605561,1.919143886,1.928647403,1.936538075,1.943145526,1.948725217
1.58,1.888141179,1.902473022,1.914220375,1.923907448,1.931957813,1.93870384,1.944403911
1.6,1.882774953,1.89733629,1.909291031,1.919160973,1.927370897,1.934255683,1.940076496
1.62,1.877408653,1.892195986,1.904356308,1.914408307,1.922777566,1.929801226,1.935743091
1.64,1.872043186,1.887052784,1.8994167,1.90964982,1.918178093,1.925340675,1.931403852
1.66,1.866679511,1.881907397,1.894472747,1.904885918,1.913572792,1.920874271,1.927058966
1.68,1.861318635,1.876760589,1.889525027,1.900117046,1.908962008,1.916402287,1.922708652
1.7,1.85596161,1.871613163,1.884574158,1.895343686,1.904346122,1.911925028,1.918353158
1.72,1.850609537,1.866465966,1.879620798,1.890566354,1.899725546,1.907442829,1.913992762
1.74,1.845263558,1.861319887,1.87466564,1.885785601,1.895100725,1.902956055,1.909627766
1.76,1.839924863,1.856175853,1.869709417,1.881002011,1.890472132,1.898465097,1.905258503
1.78,1.83459468,1.851034835,1.864752896,1.876216202,1.885840273,1.893970378,1.900885329
1.8,1.829274282,1.84589784,1.859796881,1.871428822,1.881205682,1.889472343,1.896508625
1.82,1.823964981,1.840765915,1.85484221,1.866640552,1.876568921,1.884971466,1.892128796
1.84,1.818668127,1.835640142,1.849889755,1.861852105,1.87193058,1.880468245,1.887746272
1.86,1.813385108,1.830521643,1.844940423,1.857064222,1.867291278,1.875963205,1.883361505
1.88,1.808117348,1.825411575,1.839995154,1.852277677,1.86265166,1.871456895,1.87897497
