Effective Refractive Indices:
rel_box_size:     0.001
rel_grid_spacing: 20
rel_tolerance:    0
eigenvectors:     4
boundary cond:    0000
Wavelengths from 0.4 um to 2.5 um in 170 steps
Heights from 0.325 um to 0.35 um in 2 steps
Widths from 1.2 um to 1.7 um in 3 steps
height	width	frequency	Ex_n_eff		Ex_frac	Ex_core	Ex_A_eff		Ey_n_eff		Ey_frac	Ey_core	Ey_A_eff
325   	1200  	119.917		1.71297378749	0.926	0.519	1.82385e-12		1.586293897 	0.00099	0.034	4.00586e-10
325   	1200  	123.642		1.72863697457	0.926	0.543	1.70128e-12		1.60218496781	0.000795	0.031	4.8572e-10
325   	1200  	127.367		1.74361238132	0.927	0.565	1.59647e-12		1.61734007776	0.000638	0.0284	5.84628e-10
325   	1200  	131.093		1.75792356036	0.928	0.586	1.50606e-12		1.63182307261	0.000513	0.026	6.98199e-10
325   	1200  	134.818		1.77159596504	0.929	0.607	1.42745e-12		1.64568844515	0.000412	0.024	8.27165e-10
325   	1200  	138.543		1.78465624495	0.93	0.626	1.35858e-12		1.65898313688	0.000331	0.0222	9.7209e-10
325   	1200  	142.268		1.79713165738	0.931	0.643	1.29784e-12		1.67174795966	0.000267	0.0206	1.13335e-09
325   	1200  	145.994		1.80904959188	0.932	0.66	1.24394e-12		1.6840187182	0.000215	0.0192	1.31111e-09
325   	1200  	149.719		1.82043719738	0.934	0.676	1.19584e-12		1.69582709774	0.000174	0.0179	1.50536e-09
325   	1200  	153.444		1.83132109787	0.935	0.691	1.15268e-12		nan         	nan	nan	nan   
325   	1200  	157.169		1.84172718233	0.937	0.705	1.11377e-12		1.73756008284	0.504	0.453	3.24634e-12
325   	1200  	160.895		1.85168045544	0.938	0.719	1.07853e-12		1.75074407149	0.585	0.521	2.33482e-12
325   	1200  	164.62		1.86120493717	0.94	0.731	1.04649e-12		1.76382918611	0.641	0.572	1.88128e-12
325   	1200  	168.345		1.87032360102	0.941	0.743	1.01724e-12		1.77665038319	0.678	0.609	1.62424e-12
325   	1200  	172.07		1.8790583423	0.943	0.754	9.90444e-13		1.78910710621	0.704	0.638	1.45999e-12
325   	1200  	175.795		1.88742996963	0.944	0.765	9.65813e-13		1.80114719314	0.724	0.661	1.34457e-12
325   	1200  	179.521		1.89545821377	0.946	0.775	9.43101e-13		1.81274819933	0.739	0.681	1.25759e-12
325   	1200  	183.246		1.90316174933	0.947	0.784	9.22098e-13		1.82390500287	0.752	0.699	1.18862e-12
325   	1200  	186.971		1.91055822577	0.948	0.793	9.02622e-13		1.83462253158	0.763	0.715	1.1319e-12
325   	1200  	190.696		1.91766430473	0.95	0.801	8.84516e-13		1.84491155973	0.772	0.73	1.08398e-12
325   	1200  	194.422		1.92449570166	0.951	0.809	8.67642e-13		1.85478622942	0.781	0.743	1.04267e-12
325   	1200  	198.147		1.86426254534	0.041	0.755	1.00651e-12		1.93106722988	0.00599	0.817	8.51881e-13
325   	1200  	201.872		1.87335743449	0.0369	0.767	9.74467e-13		1.93739284581	0.00575	0.824	8.37128e-13
325   	1200  	205.597		1.88208814574	0.0335	0.777	9.45796e-13		1.94348569445	0.00552	0.83	8.2329e-13
325   	1200  	209.323		1.89047186122	0.0305	0.787	9.19936e-13		1.94935815433	0.0053	0.837	8.10285e-13
325   	1200  	213.048		1.89852544386	0.0279	0.797	8.96454e-13		1.95502188137	0.00509	0.843	7.98042e-13
325   	1200  	216.773		1.90626527488	0.0256	0.806	8.7501e-13		1.96048785135	0.00488	0.848	7.86496e-13
325   	1200  	220.498		1.91370715212	0.0236	0.814	8.55331e-13		1.96576640068	0.00469	0.854	7.75589e-13
325   	1200  	224.223		1.92086622995	0.0218	0.822	8.37194e-13		1.97086726531	0.00451	0.859	7.65269e-13
325   	1200  	227.949		1.92775698809	0.0202	0.829	8.20416e-13		1.97579961775	0.00434	0.864	7.55492e-13
325   	1200  	231.674		1.93439322049	0.0187	0.836	8.04841e-13		1.98057210209	0.00417	0.869	7.46215e-13
325   	1200  	235.399		1.94078803824	0.0174	0.842	7.9034e-13		1.98519286704	0.00402	0.873	7.37401e-13
325   	1200  	239.124		1.94695388209	0.0163	0.848	7.76802e-13		1.98966959707	0.00387	0.877	7.29016e-13
325   	1200  	242.85		1.95290254153	0.0152	0.854	7.64131e-13		1.99400954167	0.00372	0.881	7.21029e-13
